id,objectid,display_template,object_location,image_small,image_thumb,image_alt_text,title,creator,partof_title,creator_partof,place,publisher,volume,date,pages,format,fulltext,notes,subject,call_number,collection,title_item,author_item,in,author_book,title_book
313,object00313,record,,,,,The Baptists of Sackville,"Campbell, Marion E.",Geography Essays,,Sackville,Mount Allison,,1972,25p.,,,Unpublished essay,Baptists;Sackville;Religion;Maps,M 5653,"W.P. Bell Collection of Acadiana, Microform Room",The Baptists of Sackville,"Campbell, Marion E.",,,Geography Essays
314,object00314,record,,,,,The Wesleyan Academy 1834-1857,"Campbell, Sheila",,,Sackville,Mount Allison,,1972,19p.,,,Unpublished essay,Mount Allison;Sackville;Mount Allison Academy;Wesleyan Academy;Education;Maps,M 5653,"W.P. Bell Collection of Acadiana, Microform Room",The Wesleyan Academy 1834-1857,"Campbell, Sheila",,,
315,object00315,record,,,,,A Reconstruction of Sackville New Brunswick (1865-70),"Clark, Audry",,,Sackville,Mount Allison,,1972,25p.,,,Unpublished essay,Sackville;Maps,M 5653,"W.P. Bell Collection of Acadiana, Microform Room",A Reconstruction of Sackville New Brunswick (1865-70),"Clark, Audry",,,
316,object00316,record,,,,,The geographic distribution of students at Mount Allison University 1946-1970.,"Clark, Hope",,,Sackville,Mount Allison,,1972,21p.,,,Unpublished essay,Mount Allison;Students;Maps,M 5653,"W.P. Bell Collection of Acadiana, Microform Room",The geographic distribution of students at Mount Allison University 1946-1970.,"Clark, Hope",,,
317,object00317,record,,,,,The history of Sackville (1960-1967),"Clements, Terry",,,Sackville,Unpublished essay,,1973,19p.,,,,Sackville;1960,M 5653,W.P. Bell Collection of Acadiana;,The history of Sackville (1960-1967),"Clements, Terry",,,
318,object00318,record,,,,,A shoreline somewhat in transition,"Cloete, Keith",,,Sackville,Unpublished essay,,1976,14p.,,,,Coasts;Westmorland County,M 5653,"W.P. Bell Collection of Acadiana, Microform Room;",A shoreline somewhat in transition,"Cloete, Keith",,,
319,object00319,record,,,,,The  rise and decline of Rockport past to present,"Dean, Harry",Geography Essays,,Sackville,Mount Allison,,1973,19p.,,,Unpublished essay,Rockport;Maps,M 5653,"W.P. Bell Collection of Acadiana, Microform Room",The  rise and decline of Rockport past to present,"Dean, Harry",In:,,Geography Essays
320,object00320,record,,,,,"Architecture in the town of Sackville, New Brunswick, 1836-1970","DeGrace, Bill",,,Sackville,Unpublished essay,,1973,41p.,,,,Sackville;Architecture,M 5653,"W.P. Bell Collection of Acadiana, Microform Room","Architecture in the town of Sackville, New Brunswick, 1836-1970","DeGrace, Bill",,,
321,object00321,record,,,,,The great storm,"Evans, Kim",,,Sackville,Umpublished essay,,1973,22p.,Maps;Microform,,,"Saxby, W.;Saxby Gale;Storms;Tantramar Marsh;Marshes;Maps",M 5653,"W.P. Bell Collection of Acadiana, Microform Room;",The great storm,"Evans, Kim",,,
322,object00322,record,,,,,Mount Allison Ladies College,"Farnell, Margeret",,Geography Essays,Sackville,Mount Allison,,1972,19p.,,,Unpublished essay,Sackville;Mount Allison Ladies College;Maps;Education;Women,M 5653,"W.P. Bell Collection of Acadiana, Microform Room",Mount Allison Ladies College,"Farnell, Margeret",In:,Geography Essays,
323,object00323,record,,,,,Mount Allison Ladies College 1890-1937,"Farnell, Margaret",Geography Essays,,Sackville,Mount Allison,,1973,66p.,,,Unpublished essay,Mount Allison Ladies College;Maps;Education;Women,M 5653,"W.P. Bell Collection of Acadiana, Microform Room",Mount Allison Ladies College 1890-1937,"Farnell, Margaret",In:,,Geography Essays
324,object00324,record,,,,,Sackville 1900-1910,"Ferris, Bob",,,Sackville,Unpublished essay,,1972,17p.,Microform,,,Sackville;1900,M 5653,"W.P. Bell Collection of Acadiana, Microform Room;",Sackville 1900-1910,"Ferris, Bob",,,
325,object00325,record,,,,,"Sackville, N.B. 1911-1920","Foote, Elaine",Geography Essays,,"Sackville,",Mount Allison,,1972,20p.,,,Unpublished essay,Sackville;1910;Maps,M 5653,"W.P. Bell Collection of Acadiana, Microform Room","Sackville, N.B. 1911-1920","Foote, Elaine",,,Geography Essays
326,object00326,record,,,,,He shall gather the lambs with his arm and carry them in his bosom,"Fraser, Margaret",,,Sackville,Unpublished essay,,1973,7p.,,,,Cemeteries;Sackville,M 5653,"W.P. Bell Collection of Acadiana, Microform Room;",He shall gather the lambs with his arm and carry them in his bosom,"Fraser, Margaret",,,
327,object00327,record,,,,,The early years of the silver fox industry in Westmorland County,"Gunn, Paul",,,Sackville,Mount Allison,,1972,20p.,,,Unpublished essay,Silver fox;Fur Farming;Westmorland County,M 5653,"W.P. Bell Collection of Acadiana, Microform Room",The early years of the silver fox industry in Westmorland County,"Gunn, Paul",,,
328,object00328,record,,,,,Sackville during the Flapper era 1921-1930,"Hamm, Linda",,,Sackville,Unpublished essay,23p.,1972,23p.,,,,Sackville;1920;Maps,M 5653,"W.P. Bell Collection of Acadiana, Microform Room;",Sackville during the Flapper era 1921-1930,"Hamm, Linda",,,
329,object00329,record,,,,,A conversation with Will R. Bird,"Hardie, Peter",,,Sackville,Unpublished essay,,1978,27p.,,,(Accompanying tape at CASS 20),"Bird, Will R.;Literature;Fiction;Westmorland County",M 5653,W.P. Bell Collection of Acadiana,A conversation with Will R. Bird,"Hardie, Peter",,,
330,object00330,record,,,,,Life in Sackville and Saint John 1914-1918.,"Hill, Chris",,,Sackville,Unpublished essay,,1974,12p.,,,,Sackville;Saint John;1910,M 5653,"W.P. Bell Collection of Acadiana, Microform Room;",Life in Sackville and Saint John 1914-1918.,"Hill, Chris",,,
331,object00331,record,,,,,Changes in the population of Sackville since 1921,"Holmes, James",,,Sackville,Mount Allison,,1972,7p.,,,Unpublished essay,Sackville;Population,M 5653,"W.P. Bell Collection of Acadiana, Microform Room;",Changes in the population of Sackville since 1921,"Holmes, James",,,
332,object00332,record,,,,,Saint Joseph:  a French Acadian culture,"Jones, Susan E.",,,Sackville,Mount Allison,,1976,29p.,,,Unpublished essay,Saint Joseph;Acadians;Maps,M 5653,"W.P. Bell Collection of Acadiana, Microform Room",Saint Joseph:  a French Acadian culture,"Jones, Susan E.",In:,,
333,object00333,record,,,,,New Brunswick Church Directory 1991,,,,Fredericton,Provincial Business Directories,,1991,92p.,,,,Churches;Directories;New Brunswick,PF:RELIGION,"W.P. Bell Collection of Acadiana, Pamphlet File;",,,,,New Brunswick Church Directory 1991
334,object00334,record,,,,,Years at Mount Allison,"O'Brien,J. W.",A Parson Reminisces,"O'Brien, J.W.","Sackville, N.B.",Tribune Press,,1955,pp.20 - 29.,,,,"O'Brien, J.W.;Campbell, R.J.;Allison, David;Burry, George;Smith, Alfred Deane;Hunton, Sydney W.;Tweedie, William Morley;Howard, Samuel;Andrews, Wilbur W.;Stewart, Charles;Paisley, Charles H.;Watson, W. Gladstone;Mount Allison;Residence Life;Curling;Sports;Rinks;Sackville;Personal Accounts",BX 9883 O2 A3 1950z,W.P. Bell Collection of Acadiana,Years at Mount Allison,"O'Brien,J. W.",In:,"O'Brien, J.W.",A Parson Reminisces
335,object00335,record,,,,,Mrs. Thomas Pickard,,Post (Sackville),,,,,"October 16, 1914",p.1.,,,,"Pickard, Thomas;Pickard, Henry;Pickard, Mrs. Thomas;Pickard Family;Obituaries;Sackville;Squire Street;Deaths",M 5454,"W.P. Bell Collection of Acadiana, Microform Room;",Mrs. Thomas Pickard,,,,Post (Sackville)
337,object00337,record,,,,,Captain Titus Anderson,,Chignecto Post and Borderer,,,,,"July 14, 1870",p.2.,,,,"Anderson, Titus, Captain;Shipwrecks;Bella (Schooner);Sackville;Shipmasters;Obituaries;Deaths",M 5045,"W.P. Bell Collection of Acadiana, Microform Room",Captain Titus Anderson,,,,Chignecto Post and Borderer
338,object00338,record,,,,,C.F.Avard,,Tribune (Sackville),,,,,"December 18, 1924",p.1.,Microform,,,"Avard, C.F.(d. 1924);Sackville;Deaths;Obituaries",M 5227,"W.P. Bell Collection of Acadiana, Microform Room;",C.F.Avard,,,,Tribune (Sackville)
339,object00339,record,,,,,Death of Centenarian,,Chignecto Post and Borderer,,,,,"September 3, 1885",p.1.,Microform,,,"Sackville;Baizley, Cecelia (1775-1885);Personal Accounts;Obituaries;Deaths",M 5045,"W.P. Bell Collection of Acadiana, Microform Room",Death of Centenarian,,,,Chignecto Post and Borderer
340,object00340,record,,,,,George Baxter,,Tribune (Sackville),,,,,"February 9, 1920",p.8.,Microform,,,"Baxter, George (d. 1920);Obituaries;Deaths;Sackville",M 5227,"W.P. Bell Collection of Acadiana, Microform Room;",George Baxter,,,,Tribune (Sackville)
341,object00341,record,,,,,J.L. Black,,Tribune (Sackville),,,,,"March 14, 1907",p.1.,Illustrated;Photographs;Portrait;Microform,,,"Black, Joseph Lawrence 1829-1907;Obituaries;Deaths;Sackville",M 5227,"W.P. Bell Collection of Acadiana, Microform Room",J.L. Black,,,,Tribune (Sackville)
343,object00343,record,,,,,E.T. Bowes,,Borderer and Westmorland and Cumberland Advertiser,,,,,"September 4, 1868",p.1.,Microform,,,"Bowes, E.T.;Obituaries;Sackville;Bowes, Edward Tyron;Deaths",M 5654,"W.P. Bell Collection of Acadiana, Microform Room;",E.T. Bowes,,,,Borderer and Westmorland and Cumberland Advertiser
344,object00344,record,,,,,Eugene Bowser,,Tribune (Sackville),,,,,"November 3, 1924",p.1.,,,,"Bowser, Eugene;Sackville;Obituaries;Deaths",M 5227,"W.P. Bell Collection of Acadiana, Microform Room;",Eugene Bowser,,,,Tribune (Sackville)
345,object00345,record,,,,,Rufus Cutler Cole,,Tribune (Sackville),,,,,"November 25, 1918",p.1.,,,,"Cole, Rufus Cutler;Sackville;Deaths;obituaries",M 5227,"W.P. Bell Collection of Acadiana, Microform Room;",Rufus Cutler Cole,,,,Tribune (Sackville)
346,object00346,record,,,,,Mrs. Sarah Cuthbertson,,Tribune (Sackville),,,,,"October 23, 1922",p.1.,,,,"Cuthbertson, Sarah;Sackville;Deaths;obituaries",M 5227,"W.P. Bell Collection of Acadiana, Microform Room;",Mrs. Sarah Cuthbertson,,,,Tribune (Sackville)
347,object00347,record,,,,,James Dickson,,Chignecto Post and Borderer,,,,,"March 17, 1881",,Microform,,,"Dickson, James;Sackville;Obituaries;Deaths",M 5045,"W.P. Bell Collection of Acadiana, Microform Room",James Dickson,,,,Chignecto Post and Borderer
348,object00348,record,,,,,Mrs. Rupert Estabrooks,,Tribune (Sackville),,,,,"March 4, 1920",p.1.,,,,"Estabrooks, Mrs. Rupert;Sackville;Obituaries;Deaths",M 5227,"W.P. Bell Collection of Acadiana, Microform Room;",Mrs. Rupert Estabrooks,,,,Tribune (Sackville)
349,object00349,record,,,,,William Bowser,,Chignecto Post and Borderer,,,,,"January 4, 1877",,Microform,,,"Bowser, William;Yorkshire settlers;Deaths;obituaries",M 5045,"W.P. Bell Collection of Acadiana, Microform Room",William Bowser,,,,Chignecto Post and Borderer
350,object00350,record,,,,,Scrimageour - Trueman wedding,,Chignecto Post and Borderer,,,,,"January 11, 1877",,Microform,,,"Scrimageour, Alexander;Trueman, Agnes E.;Trueman, Joseph;Pointe de Bute;Marriage",M 5045,"W.P. Bell Collection of Acadiana, Microform Room",Scrimageour - Trueman wedding,,,,Chignecto Post and Borderer
351,object00351,record,,,,,Berry - Ayer Wedding,,Chignecto Post and Borderer,,,,,"January 11,1877",,Microform,,,"Ayer, William;Ayer, Sarah a.;Berry, Martin;Marriages",M 5045,"W.P. Bell Collection of Acadiana, Microform Room",Berry - Ayer Wedding,,,,Chignecto Post and Borderer
352,object00352,record,,,,,Bowser - Richardson wedding,,Chignecto Post and Borderer,,,,,"January 11, 1877",,,,,"Bowser, Charles;Richardson, Julia;Marriages;Pointe de Bute",M 5045,"W.P. Bell Collection of Acadiana, Microform Room",Bowser - Richardson wedding,,,,Chignecto Post and Borderer
353,object00353,record,,,,,Mary J. Wry,,Chignecto Post and Borderer,,,,,"January 11, 1877",,,,,"Wry, Mary J.;Wry, R.C.;Keillor, Robert;Obituaries;Jolicure;Deaths;Amherst",M 5045,"W.P. Bell Collection of Acadiana, Microform Room",Mary J. Wry,,,,Chignecto Post and Borderer
354,object00354,record,,,,,Ayer - Tingley wedding,,Chignecto Post and Borderer,,,,,"January 18, 1877",,,,,"Ayer Clifford;Tingley, Prudence E.;Marriages;Sackville",M 5045,"W.P. Bell Collection of Acadiana, Microform Room",Ayer - Tingley wedding,,,,Chignecto Post and Borderer
355,object00355,record,,,,,Bowser - Trites wedding,,Chignecto Post and Borderer,,,,,"January 18, 1877",,,,,"Bowser, Charles;Trites, Alice;Sackville;Marriages",M 5045,"W.P. Bell Collection of Acadiana, Microform Room",Bowser - Trites wedding,,,,Chignecto Post and Borderer
356,object00356,record,,,,,Frank Rutherford Storm,,Chignecto post and Borderer,,,,,"January 18, 1877",,,,,"Storm, Frank Rutherford;Storm, L.B.;Storm, Martha;Obituaries;Sackville;Deaths",M 5045,"W.P. Bell Collection of Acadiana, Microform Room",Frank Rutherford Storm,,,,Chignecto post and Borderer
357,object00357,record,,,,,Cogswell - Dixon wedding,,,,Chignecto Post and Borderer,,,"January 25, 1877",,,,,"Dixon, Charles;Cogswell, Edward;Dixon, Sarah;Sackville;Marriages",M 5045,"W.P. Bell Collection of Acadiana, Microform Room;",Cogswell - Dixon wedding,,,,
358,object00358,record,,,,,Trenholm - Bowser weddding,,Chignecto Post and Borderer,,,,,"January 25, 1877",,,,,"Trenholm, George Ritchie;Bowser, Araminta Ann Bella;Bowser, Charles;Marriages;Fort Lawrence;Jolicure",M 5045,"W.P. Bell Collection of Acadiana, Microform Room",Trenholm - Bowser weddding,,,,Chignecto Post and Borderer
359,object00359,record,,,,,Edward Crane,,,,Chignecto Post and Borderer,,,"January 25, 1877",,,,,"Crane, S.Edward;Deaths;Baie Verte;obituaries",M 5045,"W.P. Bell Collection of Acadiana, Microform Room;",Edward Crane,,,,
360,object00360,record,,,,,Hoar - Chappell wedding,,Chignecto Post and Borderer,,,,,"January 25, 1877",,,,,"Hoar, William R.;Chappell, Mary J.;Tidnish;Pointe de Bute",M 5045,"W.P. Bell Collection of Acadiana, Microform Room",Hoar - Chappell wedding,,,,Chignecto Post and Borderer
361,object00361,record,,,,,Mclatchey - Dennier wedding,,Chignecto Post and Borderer,,,,,"February 8, 1877",,,,,"Mclatchey, John F.;Dennier, Eliza A.;Marriages;Dorchester",M 5045,"W.P. Bell Collection of Acadiana, Microform Room",Mclatchey - Dennier wedding,,,,Chignecto Post and Borderer
362,object00362,record,,,,,,,,,,,,,,,,,,,,,,,,
363,object00363,record,,,,,Robin Hood's Bay:the Methodists who formed a Yorkshire colony overseas.,"Phillips, Mary",Dalesman,,,,Vol. 28,March 1967,948-949.,Photocopy,,,"Yorkshire Settlers;Sackville;Yorkshire, England;Dixon, Charles 1730-1817;Methodists;Duke of York (Ship);Emigration;Fort Cumberland;Hawkins, Daniel;Dixon Island Marsh;Marsh Islands;Albion (Ship);Two Friends (Ship);Thomas and William (Ship);Prince George (Ship);Providence (Ship);Jenny (Ship);Eddy Rebellion;Eddy, Jonathan;American Revolution;Judges;MLAs;Blacks;Slaves;Servants",PF-Yorkshire Settlers,"W.P. Bell Collection of Acadiana, Pamphlet File;",Robin Hood's Bay:the Methodists who formed a Yorkshire colony overseas.,"Phillips, Mary",,,Dalesman
364,object00364,record,,,,,Folk-lore About Old Fort Beausejour,"Knapp, Charles E.",Acadiensis,,,,Vol.8,1908,203-216; 288-304.,Periodical,,,"Dickson,Dixson,Dixon Thomas;Howe, Edward;Moncton, Robert;Watson, Brook;Church, Benjamin, Captain;La Loutre;Fort Beausejour;Fort Lawrence;Acadians;Deportation;Sieges;Bloody Bridge;Fort Gaspereau;Baie Verte;Micmacs;Folklore;Eddy Rebellion;Weatherhead's Tavern,Hotel;Dykes and Dyking;Chignecto;Beaubassin;Blacks;Cranberries;Slaves",FC 2021 A33,W.P. Bell Collection of Acadiana;,Folk-lore About Old Fort Beausejour,"Knapp, Charles E.",,,Acadiensis
365,object00365,record,,,,,"In the graveyard at Fort Moncton, N.B.","Fraser, Alexander L",Acadiensis,,,,Vol.8,1908,266.,Periodical,,,Cemeteries;Port Elgin;Poetry;Fort Gaspereau;Fort Monckton,FC 2021 A33,W.P. Bell Collection of Acadiana;,"In the graveyard at Fort Moncton, N.B.","Fraser, Alexander L",,,Acadiensis
